,"crude prevalence rate | per 1000 | Model-based estimate for crude prevalence of mental health not good for >=14 days among adults aged >=18 years, 2020",population | individuals | Total Population of Census 2010,Location
28467,11.7,895,"Summerland, California"
28468,11.7,967,"Donahue, Iowa"
28469,11.7,24852,"Westmont, Illinois"
28470,11.7,45097,"Waxhaw, North Carolina"
28471,11.7,8576,"Seward, Nebraska"
28472,11.7,1681,"Baxter, Iowa"
28473,11.7,20631,"Warwick, New York"
28474,11.7,872,"Manvel, North Dakota"
28475,11.7,17614,"Cincinnati, Ohio"
28476,11.7,4797,"New London, Minnesota"
28477,11.7,2432,"Akron, Iowa"
28478,11.7,1728,"Fredericksburg, Iowa"
28479,11.7,3500,"Elkhart Lake, Wisconsin"
28480,11.7,8576,"Seward, Nebraska"
28481,11.7,2297,"Rock Hill, New York"
28482,11.7,188,"Pine Valley, Utah"
28483,11.7,981,"Ivanhoe, Minnesota"
28484,11.7,541,"Long Barn, California"
28485,11.7,2433,"Stanton, Nebraska"
28486,11.7,18763,"Akron, Ohio"
28487,11.7,28055,"Bismarck, North Dakota"
28488,11.7,7577,"Lindstrom, Minnesota"
28489,11.7,8415,"Montrose, California"
28490,11.7,66617,"Chicago, Illinois"
28491,11.7,764,"Forestburgh, New York"
28492,11.7,2105,"Tripoli, Iowa"
28493,11.7,40598,"Monrovia, California"
28494,11.7,17593,"South Burlington, Vermont"
28495,11.7,3566,"Greenland, New Hampshire"
28496,11.7,1049,"Ulen, Minnesota"
28497,11.7,25011,"Reno, Nevada"
28498,11.7,17426,"Waltham, Massachusetts"
28499,11.7,14552,"Milford, Connecticut"
28500,11.7,441,"Tumacacori, Arizona"
28501,11.7,11645,"Somers, Connecticut"
28502,11.7,1938,"New Hill, North Carolina"
28503,11.7,140,"West Hartland, Connecticut"
28504,11.7,23338,"Naples, Florida"
28505,11.7,19811,"Sacramento, California"
28506,11.7,2504,"Tekamah, Nebraska"
28507,11.7,32929,"Stratford, Connecticut"
28508,11.7,1482,"Buffalo Center, Iowa"
28509,11.7,1277,"Ferrisburgh, Vermont"
28510,11.7,861,"Atalissa, Iowa"
28511,11.7,17379,"Dumfries, Virginia"
28512,11.7,24770,"Lenexa, Kansas"
28513,11.7,1839,"Bucyrus, Kansas"
28514,11.7,24852,"Westmont, Illinois"
28515,11.7,898,"Pleasant Dale, Nebraska"
28516,11.7,31974,"Whittier, California"
28517,11.7,12602,"Wimberley, Texas"
28518,11.7,2399,"Folly Beach, South Carolina"
28519,11.7,5426,"Bristol, Wisconsin"
28520,11.7,13185,"Birmingham, Alabama"
28521,11.7,753,"Orchard, Nebraska"
28522,11.7,1324,"Worthing, South Dakota"
28523,11.7,40407,"Kirkland, Washington"
28524,11.7,72,"Cedar Run, Pennsylvania"
28525,11.7,42573,"Newark, California"
28526,11.7,29311,"Brookline, Massachusetts"
28527,11.7,1368,"Chappell, Nebraska"
28528,11.7,3389,"Washburn, Wisconsin"
28529,11.7,24176,"Portland, Oregon"
28530,11.7,24939,"Burbank, California"
28531,11.7,29931,"Niles, Illinois"
28532,11.7,755,"Glenburn, North Dakota"
28533,11.7,26898,"Encino, California"
28534,11.7,6066,"Luverne, Minnesota"
28535,11.7,37726,"Chicago, Illinois"
28536,11.7,1660,"Moretown, Vermont"
28537,11.7,12309,"Sioux Falls, South Dakota"
28538,11.7,16541,"Houston, Texas"
28539,11.7,696,"Fort Monroe, Virginia"
28540,11.7,610,"Giltner, Nebraska"
28541,11.7,6646,"Coupeville, Washington"
28542,11.7,20571,"San Leandro, California"
28543,11.7,20535,"Broomall, Pennsylvania"
28544,11.7,195,"Jennings, Kansas"
28545,11.7,9802,"Accokeek, Maryland"
28546,11.7,14171,"Hendersonville, North Carolina"
28547,11.7,2725,"West Tisbury, Massachusetts"
28548,11.7,2044,"Grand Isle, Vermont"
28549,11.7,19815,"Sun City, California"
28550,11.7,1968,"Central Valley, New York"
28551,11.7,10429,"Cardiff By the Sea, California"
28552,11.7,3800,"Los Angeles, California"
28553,11.7,2171,"Elko New Market, Minnesota"
28554,11.7,855,"Cantrall, Illinois"
28555,11.7,253,"Seal Harbor, Maine"
28556,11.7,1366,"Olympic Valley, California"
28557,11.7,4389,"Auburn, Nebraska"
28558,11.7,338,"North Chatham, New York"
28559,11.7,149,"Severance, Colorado"
28560,11.7,9663,"Harwich, Massachusetts"
28561,11.7,10646,"Groton, Massachusetts"
28562,11.7,20727,"Tucson, Arizona"
28563,11.7,36908,"Chandler, Arizona"
28564,11.7,755,"Glenburn, North Dakota"
28565,11.7,7891,"Millis, Massachusetts"
28566,11.7,1083,"Radcliffe, Iowa"
28567,11.7,300,"Deering, North Dakota"
28568,11.7,21288,"Seaford, New York"
28569,11.7,6722,"Santa Monica, California"
28570,11.7,32298,"Wantagh, New York"
28571,11.7,28996,"Ponte Vedra Beach, Florida"
28572,11.7,270,"Arboles, Colorado"
28573,11.7,2080,"Boothbay Harbor, Maine"
28574,11.7,35878,"Havertown, Pennsylvania"
28575,11.7,862,"Leola, South Dakota"
28576,11.7,549,"Lake George, Colorado"
28577,11.7,2949,"Pine, Arizona"
28578,11.7,8933,"Elma, New York"
28579,11.7,2377,"Penryn, California"
28580,11.7,510,"Washta, Iowa"
28581,11.7,4224,"Unalaska, Alaska"
28582,11.7,850,"Otley, Iowa"
28583,11.7,1441,"Walhalla, North Dakota"
28584,11.7,28255,"Sebastopol, California"
28585,11.7,176,"Mereta, Texas"
28586,11.7,2133,"Long Grove, Iowa"
28587,11.7,1287,"Falls Village, Connecticut"
28588,11.7,279,"Fork, Maryland"
28589,11.7,18078,"Norwalk, Connecticut"
28590,11.7,4412,"Madrid, Iowa"
28591,11.7,176,"Winnetoon, Nebraska"
28592,11.7,866,"Lemont, Pennsylvania"
28593,11.7,257,"Bear Creek, Pennsylvania"
28594,11.7,1606,"Pine Bluffs, Wyoming"
28595,11.7,8924,"Littleton, Massachusetts"
28596,11.7,26691,"Rochester, Michigan"
28597,11.7,40407,"Kirkland, Washington"
28598,11.7,796,"Key Colony Beach, Florida"
28599,11.7,20699,"Punta Gorda, Florida"
28600,11.7,12650,"West Hartford, Connecticut"
28601,11.7,1369,"Franconia, New Hampshire"
28602,11.7,5497,"Glenwood, Minnesota"
28603,11.7,86,"Incline Village, Nevada"
28604,11.7,4421,"Garrison, New York"
28605,11.7,18935,"Elgin, Illinois"
28606,11.7,10262,"Charleston, South Carolina"
28607,11.7,54,"Buckeystown, Maryland"
28608,11.7,1056,"Crozier, Virginia"
28609,11.7,1381,"Tariffville, Connecticut"
28610,11.7,8825,"Saint Louis, Missouri"
28611,11.7,11916,"Montpelier, Vermont"
28612,11.7,13344,"Burtonsville, Maryland"
28613,11.7,7248,"Capistrano Beach, California"
28614,11.7,130,"Canones, New Mexico"
28615,11.7,2031,"Dane, Wisconsin"
28616,11.7,4095,"Suamico, Wisconsin"
28617,11.7,180,"Moose, Wyoming"
28618,11.7,28498,"Bristow, Virginia"
28619,11.7,59182,"Lake Forest, California"
28620,11.7,55066,"Fairfax, Virginia"
28621,11.7,16593,"Ashland, Massachusetts"
28622,11.7,3206,"Denver, Iowa"
28623,11.7,264,"Almont, North Dakota"
28624,11.7,20429,"Anacortes, Washington"
28625,11.7,842,"Mingo, Iowa"
28626,11.7,1406,"Philip, South Dakota"
28627,11.7,2090,"Boston, Massachusetts"
28628,11.7,2377,"Penryn, California"
28629,11.7,2065,"Kingsley, Iowa"
28630,11.7,5007,"Bradenton Beach, Florida"
28631,11.7,8197,"Indianapolis, Indiana"
28632,11.7,6575,"Amarillo, Texas"
28633,11.7,51870,"Roseville, California"
28634,11.7,795,"Little River, California"
28635,11.7,1720,"Boca Grande, Florida"
28636,11.7,2285,"Mendocino, California"
28637,11.7,4489,"Gothenburg, Nebraska"
28638,11.7,223,"Correll, Minnesota"
28639,11.7,24292,"Allison Park, Pennsylvania"
28640,11.7,1163,"Presto, Pennsylvania"
28641,11.7,732,"Nelson, Nebraska"
28642,11.7,18375,"Mitchell, South Dakota"
28643,11.7,14557,"Boca Raton, Florida"
28644,11.7,825,"Trenton, Nebraska"
28645,11.7,35394,"Sonoma, California"
28646,11.7,23277,"Minneapolis, Minnesota"
28647,11.7,375,"Nanticoke, Maryland"
28648,11.7,1116,"Albert City, Iowa"
28649,11.7,1506,"Ashfield, Massachusetts"
28650,11.7,191,"Coopers Plains, New York"
28651,11.7,2940,"Pleasantville, Iowa"
28652,11.7,383,"Hyannis, Nebraska"
28653,11.7,684,"Thornton, Iowa"
28654,11.7,27189,"Miami, Florida"
28655,11.7,2377,"Superior, Nebraska"
28656,11.7,30348,"Atlanta, Georgia"
28657,11.6,382,"Morgan, Pennsylvania"
28658,11.6,44706,"Santa Ana, California"
28659,11.6,4696,"Atlanta, Georgia"
28660,11.6,4987,"Brookline, New Hampshire"
28661,11.6,2850,"Hanover, Minnesota"
28662,11.6,28305,"West Linn, Oregon"
28663,11.6,27870,"North Wales, Pennsylvania"
28664,11.6,15258,"Reading, Pennsylvania"
28665,11.6,14853,"Hamden, Connecticut"
28666,11.6,35705,"Claremont, California"
28667,11.6,923,"Lamy, New Mexico"
28668,11.6,25134,"Henrico, Virginia"
28669,11.6,567,"Plymouth, Vermont"
28670,11.6,20268,"Rocky River, Ohio"
28671,11.6,18568,"Sussex, Wisconsin"
28672,11.6,6277,"Voorheesville, New York"
28673,11.6,939,"Quogue, New York"
28674,11.6,18581,"Bethel, Connecticut"
28675,11.6,27700,"New York, New York"
28676,11.6,680,"Ackworth, Iowa"
28677,11.6,7749,"Rancho Cordova, California"
28678,11.6,258,"South Pomfret, Vermont"
28679,11.6,34832,"Silver Spring, Maryland"
28680,11.6,3871,"Harpswell, Maine"
28681,11.6,114,"Chimney Rock, North Carolina"
28682,11.6,30562,"Newington, Connecticut"
28683,11.6,934,"Sacramento, California"
28684,11.6,1891,"Northport, Michigan"
28685,11.6,972,"Richmond, Massachusetts"
28686,11.6,455,"Frontenac, Minnesota"
28687,11.6,14005,"Cromwell, Connecticut"
28688,11.6,2866,"Berlin, Massachusetts"
28689,11.6,474,"Alleman, Iowa"
28690,11.6,39553,"Hicksville, New York"
28691,11.6,5029,"Tipton, Iowa"
28692,11.6,987,"Kandiyohi, Minnesota"
28693,11.6,497,"Glyndon, Maryland"
28694,11.6,17809,"Jenkintown, Pennsylvania"
28695,11.6,3460,"Churchville, Maryland"
28696,11.6,27088,"Benicia, California"
28697,11.6,33119,"San Dimas, California"
28698,11.6,8930,"Incline Village, Nevada"
28699,11.6,489,"Round Pond, Maine"
28700,11.6,6195,"Furlong, Pennsylvania"
